Assembly Accession	Organism Name	Organism Infraspecific Names Strain	Assembly Stats Total Sequence Length	Assembly Stats Contig N50	Assembly Stats GC Count	Assembly Stats GC Percent
GCF_000179215.1	Streptomyces sp. SA3_actF	SA3_actF	7217762	9224	5275147	73
GCA_000179215.1	Streptomyces sp. SA3_actF	SA3_actF	7217762	9224	5275147	73
GCF_000179195.1	Streptomyces sp. SA3_actG	SA3_actG	7443083	59002	5457431	73.5
GCA_000179195.1	Streptomyces sp. SA3_actG	SA3_actG	7443083	59002	5457431	73.5
GCA_006261755.1	Streptomyces sp. SA51	SA51	5550433	1077	3892430	70.5
GCF_029893925.1	Streptomyces sp. SAI-041	SAI-041	10229294	9142346	7249281	71
GCA_029893925.1	Streptomyces sp. SAI-041	SAI-041	10229294	9142346	7249281	71
GCF_029894375.1	Streptomyces sp. SAI-090	SAI-090	10867210	9285677	7692756	71
GCA_029894375.1	Streptomyces sp. SAI-090	SAI-090	10867210	9285677	7692756	71
GCF_029894325.1	Streptomyces sp. SAI-117	SAI-117	10456478	9360637	7401827	71
GCA_029894325.1	Streptomyces sp. SAI-117	SAI-117	10456478	9360637	7401827	71
GCF_029893855.1	Streptomyces sp. SAI-119	SAI-119	9685905	8669762	6865389	71
GCA_029893855.1	Streptomyces sp. SAI-119	SAI-119	9685905	8669762	6865389	71
GCF_029894425.1	Streptomyces sp. SAI-127	SAI-127	10720516	9971768	7549866	70.5
GCA_029894425.1	Streptomyces sp. SAI-127	SAI-127	10720516	9971768	7549866	70.5
GCF_029893905.1	Streptomyces sp. SAI-133	SAI-133	10243860	8999644	7254308	71
GCA_029893905.1	Streptomyces sp. SAI-133	SAI-133	10243860	8999644	7254308	71
GCF_029893805.1	Streptomyces sp. SAI-135	SAI-135	10366972	9287394	7340547	71
GCA_029893805.1	Streptomyces sp. SAI-135	SAI-135	10366972	9287394	7340547	71
GCF_029894355.1	Streptomyces sp. SAI-144	SAI-144	10834262	4804698	7621364	70.5
GCA_029894355.1	Streptomyces sp. SAI-144	SAI-144	10834262	4804698	7621364	70.5
GCF_029893625.1	Streptomyces sp. SAI-149	SAI-149	9862841	9536807	6987667	71
GCA_029893625.1	Streptomyces sp. SAI-149	SAI-149	9862841	9536807	6987667	71
GCF_029894045.1	Streptomyces sp. SAI-208	SAI-208	9358192	9305279	6658036	71
GCA_029894045.1	Streptomyces sp. SAI-208	SAI-208	9358192	9305279	6658036	71
GCF_007595705.1	Streptomyces sp. SAJ15	SAJ15	8098834	486980	5878093	72.5
GCA_007595705.1	Streptomyces sp. SAJ15	SAJ15	8098834	486980	5878093	72.5
GCF_001654495.1	Streptomyces sp. SAT1	SAT1	7472530	7472530	5466191	73
GCA_001654495.1	Streptomyces sp. SAT1	SAT1	7472530	7472530	5466191	73
GCF_033022955.1	Streptomyces sp. SBC-4	SBC-4	8716154	8079836	6257873	72
GCA_033022955.1	Streptomyces sp. SBC-4	SBC-4	8716154	8079836	6257873	72
GCF_001083795.1	Streptomyces sp. SBT349	SBT349	8064387	19223	5865567	72.5
GCA_001083795.1	Streptomyces sp. SBT349	SBT349	8064387	19223	5865567	72.5
GCF_004196225.1	Streptomyces sp. SCA2-2	SCA2-2	7050647	457544	5176767	73.5
GCA_004196225.1	Streptomyces sp. SCA2-2	SCA2-2	7050647	457544	5176767	73.5
GCF_900091885.1	Streptomyces sp. ScaeMP-6W	ScaeMP-6W	7163425	88536	5251436	73.5
GCA_900091885.1	Streptomyces sp. ScaeMP-6W	ScaeMP-6W	7163425	88536	5251436	73.5
GCF_000373405.1	Streptomyces sp. ScaeMP-e10	ScaeMP-e10	8075580	822299	5781194	71.5
GCA_000373405.1	Streptomyces sp. ScaeMP-e10	ScaeMP-e10	8075580	822299	5781194	71.5
GCF_002633395.1	Streptomyces sp. ScaeMP-e48	ScaeMP-e48	8325244	458130	5936184	71.5
GCA_002633395.1	Streptomyces sp. ScaeMP-e48	ScaeMP-e48	8325244	458130	5936184	71.5
GCF_900091775.1	Streptomyces sp. ScaeMP-e83	ScaeMP-e83	7833966	142272	5604749	71.5
GCA_900091775.1	Streptomyces sp. ScaeMP-e83	ScaeMP-e83	7833966	142272	5604749	71.5
GCF_002705665.1	Streptomyces sp. SceaMP-e96	SceaMP-e96	9563454	247990	6773028	71
GCF_900090095.1	Streptomyces sp. SceaMP-e96	SceaMP-e96	9563454	247990	6773028	71
GCA_002705665.1	Streptomyces sp. SceaMP-e96	SceaMP-e96	9563454	247990	6773028	71
GCA_900090095.1	Streptomyces sp. SceaMP-e96	SceaMP-e96	9563454	247990	6773028	71
GCF_033366695.1	Streptomyces sp. SCL15-4	SCL15-4	8422239	8407425	6111938	72.5
GCA_033366695.1	Streptomyces sp. SCL15-4	SCL15-4	8422239	8407425	6111938	72.5
GCF_033366705.1	Streptomyces sp. SCL15-6	SCL15-6	8949109	4871634	6423660	72
GCA_033366705.1	Streptomyces sp. SCL15-6	SCL15-6	8949109	4871634	6423660	72
GCF_037150555.1	Streptomyces sp. SCR1-8	SCR1-8	8805430	380498	6314194	71.5
GCA_037150555.1	Streptomyces sp. SCR1-8	SCR1-8	8805430	380498	6314194	71.5
GCF_037023745.1	Streptomyces sp. SCSIO 30461	SCSIO 30461	8047498	8047498	5604854	69.5
GCA_037023745.1	Streptomyces sp. SCSIO 30461	SCSIO 30461	8047498	8047498	5604854	69.5
GCF_036607905.1	Streptomyces sp. SCSIO 75703	SCSIO 75703	6885934	6885934	5064632	73.5
GCA_036607905.1	Streptomyces sp. SCSIO 75703	SCSIO 75703	6885934	6885934	5064632	73.5
GCF_025643355.1	Streptomyces sp. SCSIO ZS0520	SCSIO ZS0520	7919716	7919716	5769998	73
GCA_025643355.1	Streptomyces sp. SCSIO ZS0520	SCSIO ZS0520	7919716	7919716	5769998	73
GCA_028867535.1	Streptomyces sp. SCSIO-PteL053	SCSIO-PteL053	7904915	7904915	5660795	71.5
GCF_014083985.1	Streptomyces sp. SCUT-3	SCUT-3	6075149	6075149	4492389	74
GCA_014083985.1	Streptomyces sp. SCUT-3	SCUT-3	6075149	6075149	4492389	74
GCF_003324565.1	Streptomyces sp. SDr-06	SDr-06	8583590	272195	6131769	71.5
GCA_003324565.1	Streptomyces sp. SDr-06	SDr-06	8583590	272195	6131769	71.5
GCF_005490965.1	Streptomyces sp. SGAir0924	SGAir0924	8079654	7653753	5864717	72.5
GCA_005490965.1	Streptomyces sp. SGAir0924	SGAir0924	8079654	7653753	5864717	72.5
GCF_002080455.1	Streptomyces sp. Sge12	Sge12	8110698	7983613	5853735	72
GCA_002080455.1	Streptomyces sp. Sge12	Sge12	8110698	7983613	5853735	72
GCF_029906565.1	Streptomyces sp. SH5	SH5	7779627	7779627	5578802	71.5
GCA_029906565.1	Streptomyces sp. SH5	SH5	7779627	7779627	5578802	71.5
GCF_026126445.1	Streptomyces sp. SHP 1-2	SHP 1-2	7562765	229202	5610508	74
GCA_026126445.1	Streptomyces sp. SHP 1-2	SHP 1-2	7562765	229202	5610508	74
GCA_003573595.1	Streptomyces sp. SHP22-7	SHP 22-7	7899734	272180	5703383	72
GCF_009865465.1	Streptomyces sp. SID1	SID1	7414440	7414440	5319724	71.5
GCA_009865465.1	Streptomyces sp. SID1	SID1	7414440	7414440	5319724	71.5
GCF_010548075.1	Streptomyces sp. SID10115	SID10115	8439432	11324	5988276	71
GCA_010548075.1	Streptomyces sp. SID10115	SID10115	8439432	11324	5988276	71
GCA_010548055.1	Streptomyces sp. SID10116	SID10116	8334980	7651	5906790	71
GCF_009865605.1	Streptomyces sp. SID1034	SID1034	8656216	12428	6160155	71
GCA_009865605.1	Streptomyces sp. SID1034	SID1034	8656216	12428	6160155	71
GCF_010548115.1	Streptomyces sp. SID10362	SID10362	8053516	30742	5812870	72
GCA_010548115.1	Streptomyces sp. SID10362	SID10362	8053516	30742	5812870	72
GCF_009865565.1	Streptomyces sp. SID1046	SID1046	8643048	36788	6203207	72
GCA_009865565.1	Streptomyces sp. SID1046	SID1046	8643048	36788	6203207	72
GCF_010548185.1	Streptomyces sp. SID10692	SID10692	7692628	9141	5572810	72.5
GCA_010548185.1	Streptomyces sp. SID10692	SID10692	7692628	9141	5572810	72.5
GCF_010548215.1	Streptomyces sp. SID10815	SID10815	8117544	9238	5892885	72.5
GCA_010548215.1	Streptomyces sp. SID10815	SID10815	8117544	9238	5892885	72.5
GCF_010548145.1	Streptomyces sp. SID10853	SID10853	7772420	25717	5497008	70.5
GCA_010548145.1	Streptomyces sp. SID10853	SID10853	7772420	25717	5497008	70.5
GCA_010550265.1	Streptomyces sp. SID11233	SID11233	11468907	23071	8157183	71
GCF_010548245.1	Streptomyces sp. SID11385	SID11385	7495477	14469	5454896	73
GCA_010548245.1	Streptomyces sp. SID11385	SID11385	7495477	14469	5454896	73
GCF_010548275.1	Streptomyces sp. SID12488	SID12488	9604704	217140	6710513	70
GCA_010548275.1	Streptomyces sp. SID12488	SID12488	9604704	217140	6710513	70
GCF_010550245.1	Streptomyces sp. SID12501	SID12501	10541631	197392	7376009	70
GCA_010550245.1	Streptomyces sp. SID12501	SID12501	10541631	197392	7376009	70
GCF_010548305.1	Streptomyces sp. SID13031	SID13031	8518604	336850	5765124	67.5
GCA_010548305.1	Streptomyces sp. SID13031	SID13031	8518604	336850	5765124	67.5
GCF_009865595.1	Streptomyces sp. SID1328	SID1328	6910392	11712	4938927	71.5
GCA_009865595.1	Streptomyces sp. SID1328	SID1328	6910392	11712	4938927	71.5
GCF_010548345.1	Streptomyces sp. SID13588	SID13588	9631994	152276	6786519	70.5
GCA_010548345.1	Streptomyces sp. SID13588	SID13588	9631994	152276	6786519	70.5
GCF_010548325.1	Streptomyces sp. SID13666	SID13666	9669962	163002	6815375	70.5
GCA_010548325.1	Streptomyces sp. SID13666	SID13666	9669962	163002	6815375	70.5
GCF_010548375.1	Streptomyces sp. SID13726	SID13726	10943995	394215	7771641	71
GCA_010548375.1	Streptomyces sp. SID13726	SID13726	10943995	394215	7771641	71
GCF_010548465.1	Streptomyces sp. SID14436	SID14436	6843678	16387	4978282	72.5
GCA_010548465.1	Streptomyces sp. SID14436	SID14436	6843678	16387	4978282	72.5
GCF_010548515.1	Streptomyces sp. SID14446	SID14446	9282347	184012	6620508	71.5
GCA_010548515.1	Streptomyces sp. SID14446	SID14446	9282347	184012	6620508	71.5
GCF_010548525.1	Streptomyces sp. SID14478	SID14478	9066559	13264	6450241	71
GCA_010548525.1	Streptomyces sp. SID14478	SID14478	9066559	13264	6450241	71
GCF_010548505.1	Streptomyces sp. SID14515	SID14515	8684930	124267	6206906	71.5
GCA_010548505.1	Streptomyces sp. SID14515	SID14515	8684930	124267	6206906	71.5
GCF_009865585.1	Streptomyces sp. SID161	SID161	8528254	8560	6165970	72.5
GCA_009865585.1	Streptomyces sp. SID161	SID161	8528254	8560	6165970	72.5
GCF_009865505.1	Streptomyces sp. SID2119	SID2119	7657831	7364	5465954	71.5
GCA_009865505.1	Streptomyces sp. SID2119	SID2119	7657831	7364	5465954	71.5
GCA_009865525.1	Streptomyces sp. SID2131	SID2131	7301035	4869	5320993	73
GCF_009865545.1	Streptomyces sp. SID2563	SID2563	7470833	14193	5371603	72
GCA_009865545.1	Streptomyces sp. SID2563	SID2563	7470833	14193	5371603	72
GCF_009865475.1	Streptomyces sp. SID2888	SID2888	7876955	44392	5582659	71
GCA_009865475.1	Streptomyces sp. SID2888	SID2888	7876955	44392	5582659	71
GCA_009865415.1	Streptomyces sp. SID2955	SID2955	8173529	6936	5915385	72.5
GCF_009865205.1	Streptomyces sp. SID2999	SID2999	6339223	22006	4559973	72
GCA_009865205.1	Streptomyces sp. SID2999	SID2999	6339223	22006	4559973	72
GCF_009865405.1	Streptomyces sp. SID3212	SID3212	7981513	13092	5688041	71.5
GCA_009865405.1	Streptomyces sp. SID3212	SID3212	7981513	13092	5688041	71.5
GCF_009865215.1	Streptomyces sp. SID3343	SID3343	11063640	14460	7802026	70.5
GCA_009865215.1	Streptomyces sp. SID3343	SID3343	11063640	14460	7802026	70.5
GCF_009865165.1	Streptomyces sp. SID335	SID335	8566009	21184	6087221	71
GCA_009865165.1	Streptomyces sp. SID335	SID335	8566009	21184	6087221	71
GCF_009865175.1	Streptomyces sp. SID337	SID337	8472788	17668	6028706	71
GCA_009865175.1	Streptomyces sp. SID337	SID337	8472788	17668	6028706	71
GCF_010548575.1	Streptomyces sp. SID339	SID339	8738161	34865	6212659	71
GCA_010548575.1	Streptomyces sp. SID339	SID339	8738161	34865	6212659	71
GCF_009865425.1	Streptomyces sp. SID3915	SID3915	7275639	17651	5221152	72
GCA_009865425.1	Streptomyces sp. SID3915	SID3915	7275639	17651	5221152	72
GCF_009865385.1	Streptomyces sp. SID486	SID486	8524421	21568	6177572	72.5
GCA_009865385.1	Streptomyces sp. SID486	SID486	8524421	21568	6177572	72.5
GCF_009865365.1	Streptomyces sp. SID4912	SID4912	7295516	363138	5262691	72
GCA_009865365.1	Streptomyces sp. SID4912	SID4912	7295516	363138	5262691	72
GCF_009865325.1	Streptomyces sp. SID4913	SID4913	7948485	258536	5701025	71.5
GCA_009865325.1	Streptomyces sp. SID4913	SID4913	7948485	258536	5701025	71.5
GCF_009865275.1	Streptomyces sp. SID4915	SID4915	7312640	35205	5354887	73
GCA_009865275.1	Streptomyces sp. SID4915	SID4915	7312640	35205	5354887	73
GCF_009865265.1	Streptomyces sp. SID4917	SID4917	8374297	9124	5822469	69.5
GCA_009865265.1	Streptomyces sp. SID4917	SID4917	8374297	9124	5822469	69.5
GCF_009865305.1	Streptomyces sp. SID4919	SID4919	8386301	232034	6052652	72
GCA_009865305.1	Streptomyces sp. SID4919	SID4919	8386301	232034	6052652	72
GCF_009863275.1	Streptomyces sp. SID4920	SID4920	8143430	465179	5852224	72
GCA_009863275.1	Streptomyces sp. SID4920	SID4920	8143430	465179	5852224	72
GCF_009863285.1	Streptomyces sp. SID4921	SID4921	7866187	677279	5628881	71.5
GCA_009863285.1	Streptomyces sp. SID4921	SID4921	7866187	677279	5628881	71.5
GCF_009863265.1	Streptomyces sp. SID4923	SID4923	7564593	490467	5438814	72
GCA_009863265.1	Streptomyces sp. SID4923	SID4923	7564593	490467	5438814	72
GCF_009863235.1	Streptomyces sp. SID4925	SID4925	7407922	285389	5339505	72
GCA_009863235.1	Streptomyces sp. SID4925	SID4925	7407922	285389	5339505	72
GCF_009863225.1	Streptomyces sp. SID4926	SID4926	7443083	59002	5457431	73.5
GCA_009863225.1	Streptomyces sp. SID4926	SID4926	7443083	59002	5457431	73.5
GCF_009863155.1	Streptomyces sp. SID4928	SID4928	8731660	6030272	6296372	72
GCA_009863155.1	Streptomyces sp. SID4928	SID4928	8731660	6030272	6296372	72
GCA_009865225.1	Streptomyces sp. SID4931	SID4931	7193766	4115	5131601	71.5
GCF_009863175.1	Streptomyces sp. SID4934	SID4934	7172686	88536	5258307	73.5
GCA_009863175.1	Streptomyces sp. SID4934	SID4934	7172686	88536	5258307	73.5
GCF_009863125.1	Streptomyces sp. SID4936	SID4936	9346387	266092	6633186	71
GCA_009863125.1	Streptomyces sp. SID4936	SID4936	9346387	266092	6633186	71
GCF_009863145.1	Streptomyces sp. SID4937	SID4937	7839483	142272	5608488	71.5
GCA_009863145.1	Streptomyces sp. SID4937	SID4937	7839483	142272	5608488	71.5
GCF_009863165.1	Streptomyces sp. SID4939	SID4939	7363280	129868	5286186	72
GCA_009863165.1	Streptomyces sp. SID4939	SID4939	7363280	129868	5286186	72
GCF_009862475.1	Streptomyces sp. SID4940	SID4940	7343669	54854	5270382	72
GCA_009862475.1	Streptomyces sp. SID4940	SID4940	7343669	54854	5270382	72
GCF_009862465.1	Streptomyces sp. SID4941	SID4941	7123431	38665	5138582	72
GCA_009862465.1	Streptomyces sp. SID4941	SID4941	7123431	38665	5138582	72
GCF_009862565.1	Streptomyces sp. SID4944	SID4944	8178919	20941		
GCA_009862565.1	Streptomyces sp. SID4944	SID4944	8178919	20941	5877514	72
GCF_009862405.1	Streptomyces sp. SID4945	SID4945	7169314	55778	5264509	73.5
GCA_009862405.1	Streptomyces sp. SID4945	SID4945	7169314	55778	5264509	73.5
GCF_009862025.1	Streptomyces sp. SID4946	SID4946	8599166	35596	6147086	71.5
GCA_009862025.1	Streptomyces sp. SID4946	SID4946	8599166	35596	6147086	71.5
GCF_009863045.1	Streptomyces sp. SID4948	SID4948	8002429	21477	5753708	72
GCA_009863045.1	Streptomyces sp. SID4948	SID4948	8002429	21477	5753708	72
GCF_009863095.1	Streptomyces sp. SID4950	SID4950	8991371	38736	6563672	73
GCA_009863095.1	Streptomyces sp. SID4950	SID4950	8991371	38736	6563672	73
GCF_009863085.1	Streptomyces sp. SID4951	SID4951	9563454	247990	6773028	71
GCA_009863085.1	Streptomyces sp. SID4951	SID4951	9563454	247990	6773028	71
GCF_009863005.1	Streptomyces sp. SID4956	SID4956	7595400	18221	5479598	72
GCA_009863005.1	Streptomyces sp. SID4956	SID4956	7595400	18221	5479598	72
GCF_009863035.1	Streptomyces sp. SID4982	SID4982	6265992	13238	4502885	72
GCA_009863035.1	Streptomyces sp. SID4982	SID4982	6265992	13238	4502885	72
GCF_009863025.1	Streptomyces sp. SID4985	SID4985	6615579	18077	4740636	71.5
GCA_009863025.1	Streptomyces sp. SID4985	SID4985	6615579	18077	4740636	71.5
GCF_009862985.1	Streptomyces sp. SID5464	SID5464	8893692	78086	6316694	71.5
GCA_009862985.1	Streptomyces sp. SID5464	SID5464	8893692	78086	6316694	71.5
GCF_009862965.1	Streptomyces sp. SID5466	SID5466	7817295	38584	5394550	71.5
GCA_009862965.1	Streptomyces sp. SID5466	SID5466	7817295	38584	5394550	71.5
GCF_009862885.1	Streptomyces sp. SID5468	SID5468	6283062	6283062	4582861	73
GCA_009862885.1	Streptomyces sp. SID5468	SID5468	6283062	6283062	4582861	73
GCF_009862865.1	Streptomyces sp. SID5469	SID5469	9025608	9025608	6382599	70.5
GCA_009862865.1	Streptomyces sp. SID5469	SID5469	9025608	9025608	6382599	70.5
GCF_009862925.1	Streptomyces sp. SID5470	SID5470	9313494	33523	6381080	70.5
GCA_009862925.1	Streptomyces sp. SID5470	SID5470	9313494	33523	6381080	70.5
GCF_009862935.1	Streptomyces sp. SID5471	SID5471	9501372	40361	6829502	72
GCA_009862935.1	Streptomyces sp. SID5471	SID5471	9501372	40361	6829502	72
GCF_009862825.1	Streptomyces sp. SID5473	SID5473	7672074	13297	5486944	71.5
GCA_009862825.1	Streptomyces sp. SID5473	SID5473	7672074	13297	5486944	71.5
GCA_009872645.1	Streptomyces sp. SID5475	SID5475	6788271	8048	4921744	72.5
GCF_009870085.1	Streptomyces sp. SID5476	SID5476	8914727	195186	6349874	71
GCA_009870085.1	Streptomyces sp. SID5476	SID5476	8914727	195186	6349874	71
GCF_009872615.1	Streptomyces sp. SID5594	SID5594	8075580	822299	5781194	71.5
GCA_009872615.1	Streptomyces sp. SID5594	SID5594	8075580	822299	5781194	71.5
GCF_009870095.1	Streptomyces sp. SID5606	SID5606	7962583	27471	5781919	72.5
GCA_009870095.1	Streptomyces sp. SID5606	SID5606	7962583	27471	5781919	72.5
GCF_009872565.1	Streptomyces sp. SID5614	SID5614	7422738	25468	5336564	72
GCA_009872565.1	Streptomyces sp. SID5614	SID5614	7422738	25468	5336564	72
GCF_009872555.1	Streptomyces sp. SID5643	SID5643	8617023	50997	6162390	71.5
GCA_009872555.1	Streptomyces sp. SID5643	SID5643	8617023	50997	6162390	71.5
GCF_009872515.1	Streptomyces sp. SID5770	SID5770	7934379	24858	5774651	73
GCA_009872515.1	Streptomyces sp. SID5770	SID5770	7934379	24858	5774651	73
GCF_009870065.1	Streptomyces sp. SID5785	SID5785	7488674	10784	5427597	72.5
GCA_009870065.1	Streptomyces sp. SID5785	SID5785	7488674	10784	5427597	72.5
GCF_009872535.1	Streptomyces sp. SID5789	SID5789	8502958	15738	6116538	72
GCA_009872535.1	Streptomyces sp. SID5789	SID5789	8502958	15738	6116538	72
GCF_009862125.1	Streptomyces sp. SID5910	SID5910	7382914	12256	5344006	72.5
GCA_009862125.1	Streptomyces sp. SID5910	SID5910	7382914	12256	5344006	72.5
GCF_009873275.1	Streptomyces sp. SID5914	SID5914	8514473	9441	6128680	72
GCA_009873275.1	Streptomyces sp. SID5914	SID5914	8514473	9441	6128680	72
GCA_009862725.1	Streptomyces sp. SID5926	SID5926	8296941	3774	5973012	72
GCA_009862665.1	Streptomyces sp. SID5998	SID5998	8283670	4147	6010811	72.5
GCA_009862745.1	Streptomyces sp. SID6013	SID6013	7599220	4135	5468551	72
GCA_009862775.1	Streptomyces sp. SID6041	SID6041	7414469	6388	5387676	72.5
GCF_009862765.1	Streptomyces sp. SID6137	SID6137	8125041	9050	5824878	71.5
GCA_009862765.1	Streptomyces sp. SID6137	SID6137	8125041	9050	5824878	71.5
GCF_009862845.1	Streptomyces sp. SID6139	SID6139	8092750	8297	5804803	71.5
GCA_009862845.1	Streptomyces sp. SID6139	SID6139	8092750	8297	5804803	71.5
GCA_009862675.1	Streptomyces sp. SID625	SID625	8320864	2878	6020364	72.5
GCA_010550305.1	Streptomyces sp. SID6648	SID6648	8937159	50213	6402019	71.5
GCF_009862685.1	Streptomyces sp. SID685	SID685	8811028	9674	6291059	71.5
GCA_009862685.1	Streptomyces sp. SID685	SID685	8811028	9674	6291059	71.5
GCF_009862625.1	Streptomyces sp. SID69	SID69	7987446	23142	5782775	72.5
GCA_009862625.1	Streptomyces sp. SID69	SID69	7987446	23142	5782775	72.5
GCF_009862635.1	Streptomyces sp. SID724	SID724	8616905	11833	6226718	72.5
GCA_009862635.1	Streptomyces sp. SID724	SID724	8616905	11833	6226718	72.5
GCA_010550285.1	Streptomyces sp. SID7499	SID7499	13905962	20294	9922748	71.5
GCA_009862585.1	Streptomyces sp. SID7760	SID7760	7680820	4723	5536557	72
GCA_009862605.1	Streptomyces sp. SID7803	SID7803	3135760	1231	2153095	68.5
GCF_009862515.1	Streptomyces sp. SID7804	SID7804	7603710	9144	5502632	72.5
GCA_009862515.1	Streptomyces sp. SID7804	SID7804	7603710	9144	5502632	72.5
GCF_009862505.1	Streptomyces sp. SID7805	SID7805	8676266	181994	6219502	71.5
GCA_009862505.1	Streptomyces sp. SID7805	SID7805	8676266	181994	6219502	71.5
GCF_009862445.1	Streptomyces sp. SID7813	SID7813	8667507	8667507	6250890	72
GCA_009862445.1	Streptomyces sp. SID7813	SID7813	8667507	8667507	6250890	72
GCF_009862215.1	Streptomyces sp. SID7814	SID7814	8226158	112574	5955765	72.5
GCA_009862215.1	Streptomyces sp. SID7814	SID7814	8226158	112574	5955765	72.5
GCF_009862365.1	Streptomyces sp. SID7815	SID7815	7337497	7337497	5220065	71
GCA_009862365.1	Streptomyces sp. SID7815	SID7815	7337497	7337497	5220065	71
GCF_009862245.1	Streptomyces sp. SID7816	SID7816	8545929	8545929	6172503	72
GCA_009862245.1	Streptomyces sp. SID7816	SID7816	8545929	8545929	6172503	72
GCF_009862345.1	Streptomyces sp. SID7817	SID7817	6841649	6841649	5016384	73.5
GCA_009862345.1	Streptomyces sp. SID7817	SID7817	6841649	6841649	5016384	73.5
GCF_009862355.1	Streptomyces sp. SID7834	SID7834	7336691	20713	5205299	71
GCA_009862355.1	Streptomyces sp. SID7834	SID7834	7336691	20713	5205299	71
GCF_010548715.1	Streptomyces sp. SID7909	SID7909	7617849	24401	5468705	72
GCA_010548715.1	Streptomyces sp. SID7909	SID7909	7617849	24401	5468705	72
GCF_010550365.1	Streptomyces sp. SID7958	SID7958	6613371	7286	4795655	72.5
GCA_010550365.1	Streptomyces sp. SID7958	SID7958	6613371	7286	4795655	72.5
GCA_010550345.1	Streptomyces sp. SID7982	SID7982	13428950	2296	9677212	72
GCF_010548725.1	Streptomyces sp. SID8014	SID8014	6946557	20748	5095015	73.5
GCA_010548725.1	Streptomyces sp. SID8014	SID8014	6946557	20748	5095015	73.5
GCF_010550375.1	Streptomyces sp. SID8016	SID8016	7869945	26576	5711195	72.5
GCA_010550375.1	Streptomyces sp. SID8016	SID8016	7869945	26576	5711195	72.5
GCF_010550435.1	Streptomyces sp. SID8111	SID8111	7034101	15383	5119354	73
GCA_010550435.1	Streptomyces sp. SID8111	SID8111	7034101	15383	5119354	73
GCF_009862205.1	Streptomyces sp. SID8350	SID8350	7969495	178446	5747750	72
GCA_009862205.1	Streptomyces sp. SID8350	SID8350	7969495	178446	5747750	72
GCF_009862265.1	Streptomyces sp. SID8352	SID8352	7784547	135139	5749402	74
GCA_009862265.1	Streptomyces sp. SID8352	SID8352	7784547	135139	5749402	74
GCF_009862225.1	Streptomyces sp. SID8354	SID8354	8596663	159541	6177543	72
GCA_009862225.1	Streptomyces sp. SID8354	SID8354	8596663	159541	6177543	72
GCF_009862145.1	Streptomyces sp. SID8356	SID8356	7805445	464790	5657213	72.5
GCA_009862145.1	Streptomyces sp. SID8356	SID8356	7805445	464790	5657213	72.5
GCF_009862105.1	Streptomyces sp. SID8357	SID8357	7452860	700513	5349534	72
GCA_009862105.1	Streptomyces sp. SID8357	SID8357	7452860	700513	5349534	72
GCF_009862055.1	Streptomyces sp. SID8358	SID8358	7360219	354893	5284028	72
GCA_009862055.1	Streptomyces sp. SID8358	SID8358	7360219	354893	5284028	72
GCF_009862115.1	Streptomyces sp. SID8359	SID8359	7654598	530441	5548907	72.5
